PROC_CODE|CPT_CUSTOM|CPT_DESC
43264||Endo cholangiopancreatograph
43265||Endo cholangiopancreatograph
43267||Endo cholangiopancreatograph
43268||Endo cholangiopancreatograph
43269||Endo cholangiopancreatograph
43271||Endo cholangiopancreatograph
43272||Endo cholangiopancreatograph
43273||Endoscopic pancreatoscopy
43279||Lap myotomy heller
43280||Laparoscopy fundoplasty
43281||Lap paraesophag hern repair
43282||Lap paraesoph her rpr w/mesh
43283||Lap esoph lengthening
43289||Laparoscope proc esoph
43300||Repair of esophagus
43305||Repair esophagus and fistula
43310||Repair of esophagus
43312||Repair esophagus and fistula
43313||Esophagoplasty congenital
43314||Tracheo-esophagoplasty cong
43320||Fuse esophagus & stomach
43324||Revise esophagus & stomach
43325||Revise esophagus & stomach
43326||Revise esophagus & stomach
43327||Esoph fundoplasty lap
43328||Esoph fundoplasty thor
43330||Esophagomyotomy abdominal
43331||Esophagomyotomy thoracic
43332||Transab esoph hiat hern rpr
43333||Transab esoph hiat hern rpr
43334||Transthor diaphrag hern rpr
43335||Transthor diaphrag hern rpr
43336||Thorabd diaphr hern repair
43337||Thorabd diaphr hern repair
43338||Esoph lengthening
43340||Fuse esophagus & intestine
43341||Fuse esophagus & intestine
43350||Surgical opening esophagus
43351||Surgical opening esophagus
43352||Surgical opening esophagus
43360||Gastrointestinal repair
43361||Gastrointestinal repair
43400||Ligate esophagus veins
43401||Esophagus surgery for veins
43405||Ligate/staple esophagus
43410||Repair esophagus wound
43415||Repair esophagus wound
43420||Repair esophagus opening
43425||Repair esophagus opening
43450||Dilate esophagus
43453||Dilate esophagus
43456||Dilate esophagus
43458||Dilate esophagus
43460||Pressure treatment esophagus
43496||Free jejunum flap microvasc
43499||Esophagus surgery procedure
43500||Surgical opening of stomach
43501||Surgical repair of stomach
43502||Surgical repair of stomach
43510||Surgical opening of stomach
43520||Incision of pyloric muscle
43600||Biopsy of stomach
43605||Biopsy of stomach
43610||Excision of stomach lesion
43611||Excision of stomach lesion
43620||Removal of stomach
43621||Removal of stomach
43622||Removal of stomach
43631||Removal of stomach partial
43632||Removal of stomach partial
43633||Removal of stomach partial
43634||Removal of stomach partial
43635||Removal of stomach partial
43640||Vagotomy & pylorus repair
43641||Vagotomy & pylorus repair
43644||Lap gastric bypass/roux-en-y
43645||Lap gastr bypass incl smll i
43647||Lap impl electrode antrum
43648||Lap revise/remv eltrd antrum
43651||Laparoscopy vagus nerve
43652||Laparoscopy vagus nerve
43653||Laparoscopy gastrostomy
43659||Laparoscope proc stom
43750||Place gastrostomy tube
43752||Nasal/orogastric w/stent
43753||Tx gastro intub w/asp
43754||Dx gastr intub w/asp spec
43755||Dx gastr intub w/asp specs
43756||Dx duod intub w/asp spec
43757||Dx duod intub w/asp specs
43760||Change gastrostomy tube
43761||Reposition gastrostomy tube
43770||Lap place gastr adj device
43771||Lap revise gastr adj device
43772||Lap rmvl gastr adj device
43773||Lap replace gastr adj device
43774||Lap rmvl gastr adj all parts
43775||Lap sleeve gastrectomy
43800||Reconstruction of pylorus
43810||Fusion of stomach and bowel
43820||Fusion of stomach and bowel
43825||Fusion of stomach and bowel
43830||Place gastrostomy tube
43831||Place gastrostomy tube
43832||Place gastrostomy tube
43840||Repair of stomach lesion
43842||V-band gastroplasty
43843||Gastroplasty w/o v-band
43845||Gastroplasty duodenal switch
43846||Gastric bypass for obesity
43847||Gastric bypass incl small i
43848||Revision gastroplasty
43850||Revise stomach-bowel fusion
43855||Revise stomach-bowel fusion
43860||Revise stomach-bowel fusion
43865||Revise stomach-bowel fusion
43870||Repair stomach opening
43880||Repair stomach-bowel fistula
43881||Impl/redo electrd antrum
43882||Revise/remove electrd antrum
43886||Revise gastric port open
43887||Remove gastric port open
43888||Change gastric port open
43999||Stomach surgery procedure
44005||Freeing of bowel adhesion
44010||Incision of small bowel
44015||Insert needle cath bowel
44020||Explore small intestine
44021||Decompress small bowel
44025||Incision of large bowel
44050||Reduce bowel obstruction
44055||Correct malrotation of bowel
44100||Biopsy of bowel
44110||Excise intestine lesion(s)
44111||Excision of bowel lesion(s)
44120||Removal of small intestine
44121||Removal of small intestine
44125||Removal of small intestine
44126||Enterectomy w/o taper cong
44127||Enterectomy w/taper cong
44128||Enterectomy cong add-on
44130||Bowel to bowel fusion
44132||Enterectomy cadaver donor
44133||Enterectomy live donor
44135||Intestine transplnt cadaver
44136||Intestine transplant live
44137||Remove intestinal allograft
44139||Mobilization of colon
44140||Partial removal of colon
44141||Partial removal of colon
44143||Partial removal of colon
44144||Partial removal of colon
44145||Partial removal of colon
44146||Partial removal of colon
44147||Partial removal of colon
44150||Removal of colon
44151||Removal of colon/ileostomy
44155||Removal of colon/ileostomy
44156||Removal of colon/ileostomy
44157||Colectomy w/ileoanal anast
44158||Colectomy w/neo-rectum pouch
44160||Removal of colon
44180||Lap enterolysis
44186||Lap jejunostomy
44187||Lap ileo/jejuno-stomy
44188||Lap colostomy
44202||Lap enterectomy
44203||Lap resect s/intestine addl
44204||Laparo partial colectomy
44205||Lap colectomy part w/ileum
44206||Lap part colectomy w/stoma
44207||L colectomy/coloproctostomy
44208||L colectomy/coloproctostomy
44210||Laparo total proctocolectomy
44211||Lap colectomy w/proctectomy
44212||Laparo total proctocolectomy
44213||Lap mobil splenic fl add-on
44227||Lap close enterostomy
44238||Laparoscope proc intestine
44300||Open bowel to skin
44310||Ileostomy/jejunostomy
44312||Revision of ileostomy
44314||Revision of ileostomy
44316||Devise bowel pouch
44320||Colostomy
44322||Colostomy with biopsies
44340||Revision of colostomy
44345||Revision of colostomy
44346||Revision of colostomy
44360||Small bowel endoscopy
44361||Small bowel endoscopy/biopsy
44363||Small bowel endoscopy
44364||Small bowel endoscopy
44365||Small bowel endoscopy
44366||Small bowel endoscopy
44369||Small bowel endoscopy
44370||Small bowel endoscopy/stent
44372||Small bowel endoscopy
44373||Small bowel endoscopy
44376||Small bowel endoscopy
44377||Small bowel endoscopy/biopsy
44378||Small bowel endoscopy
44379||S bowel endoscope w/stent
44380||Small bowel endoscopy
44382||Small bowel endoscopy
44383||Ileoscopy w/stent
44385||Endoscopy of bowel pouch
44386||Endoscopy bowel pouch/biop
44388||Colonoscopy
44389||Colonoscopy with biopsy
44390||Colonoscopy for foreign body
44391||Colonoscopy for bleeding
44392||Colonoscopy & polypectomy
44393||Colonoscopy lesion removal
44394||Colonoscopy w/snare
44397||Colonoscopy w/stent
44500||Intro gastrointestinal tube
44602||Suture small intestine
44603||Suture small intestine
44604||Suture large intestine
44605||Repair of bowel lesion
44615||Intestinal stricturoplasty
44620||Repair bowel opening
44625||Repair bowel opening
44626||Repair bowel opening
44640||Repair bowel-skin fistula
44650||Repair bowel fistula
44660||Repair bowel-bladder fistula
44661||Repair bowel-bladder fistula
44680||Surgical revision intestine
44700||Suspend bowel w/prosthesis
44701||Intraop colon lavage add-on
44705||Prepare fecal microbiota
44715||Prepare donor intestine
44720||Prep donor intestine/venous
44721||Prep donor intestine/artery
44799||Unlisted procedure intestine
44800||Excision of bowel pouch
44820||Excision of mesentery lesion
44850||Repair of mesentery
44899||Bowel surgery procedure
44900||Drain app abscess open
44901||Drain app abscess percut
44950||Appendectomy
44955||Appendectomy add-on
44960||Appendectomy
44970||Laparoscopy appendectomy
44979||Laparoscope proc app
45000||Drainage of pelvic abscess
45005||Drainage of rectal abscess
45020||Drainage of rectal abscess
45100||Biopsy of rectum
45108||Removal of anorectal lesion
45110||Removal of rectum
45111||Partial removal of rectum
45112||Removal of rectum
45113||Partial proctectomy
45114||Partial removal of rectum
45116||Partial removal of rectum
45119||Remove rectum w/reservoir
45120||Removal of rectum
45121||Removal of rectum and colon
45123||Partial proctectomy
45126||Pelvic exenteration
45130||Excision of rectal prolapse
45135||Excision of rectal prolapse
45136||Excise ileoanal reservior
45150||Excision of rectal stricture
45160||Excision of rectal lesion
45170||Excision of rectal lesion
45171||Exc rect tum transanal part
45172||Exc rect tum transanal full
45190||Destruction rectal tumor
45300||Proctosigmoidoscopy dx
45303||Proctosigmoidoscopy dilate
45305||Proctosigmoidoscopy w/bx
45307||Proctosigmoidoscopy fb
45308||Proctosigmoidoscopy removal
45309||Proctosigmoidoscopy removal
45315||Proctosigmoidoscopy removal
45317||Proctosigmoidoscopy bleed
45320||Proctosigmoidoscopy ablate
45321||Proctosigmoidoscopy volvul
45327||Proctosigmoidoscopy w/stent
45330||Diagnostic sigmoidoscopy
45331||Sigmoidoscopy and biopsy
45332||Sigmoidoscopy w/fb removal
45333||Sigmoidoscopy & polypectomy
45334||Sigmoidoscopy for bleeding
45335||Sigmoidoscopy w/submuc inj
45337||Sigmoidoscopy & decompress
45338||Sigmoidoscopy w/tumr remove
45339||Sigmoidoscopy w/ablate tumr
45340||Sig w/balloon dilation
45341||Sigmoidoscopy w/ultrasound
45342||Sigmoidoscopy w/us guide bx
45345||Sigmoidoscopy w/stent
45355||Surgical colonoscopy
45378||Diagnostic colonoscopy
45379||Colonoscopy w/fb removal
45380||Colonoscopy and biopsy
45805||Repair fistula w/colostomy
45381||Colonoscopy submucous inj
45382||Colonoscopy/control bleeding
45383||Lesion removal colonoscopy
45384||Lesion remove colonoscopy
45385||Lesion removal colonoscopy
45386||Colonoscopy dilate stricture
45387||Colonoscopy w/stent
45391||Colonoscopy w/endoscope us
45392||Colonoscopy w/endoscopic fnb
45395||Lap removal of rectum
45397||Lap remove rectum w/pouch
45400||Laparoscopic proc
45402||Lap proctopexy w/sig resect
45499||Laparoscope proc rectum
45500||Repair of rectum
45505||Repair of rectum
45520||Treatment of rectal prolapse
45540||Correct rectal prolapse
45541||Correct rectal prolapse
45550||Repair rectum/remove sigmoid
45560||Repair of rectocele
45562||Exploration/repair of rectum
45563||Exploration/repair of rectum
45800||Repair rect/bladder fistula
45820||Repair rectourethral fistula
45825||Repair fistula w/colostomy
45900||Reduction of rectal prolapse
45905||Dilation of anal sphincter
45910||Dilation of rectal narrowing
45915||Remove rectal obstruction
45990||Surg dx exam anorectal
45999||Rectum surgery procedure
46020||Placement of seton
46030||Removal of rectal marker
46040||Incision of rectal abscess
46045||Incision of rectal abscess
46050||Incision of anal abscess
46060||Incision of rectal abscess
46070||Incision of anal septum
46080||Incision of anal sphincter
46083||Incise external hemorrhoid
46200||Removal of anal fissure
46210||Removal of anal crypt
46211||Removal of anal crypts
46220||Excise anal ext tag/papilla
46221||Ligation of hemorrhoid(s)
46230||Removal of anal tags
46250||Remove ext hem groups 2+
46255||Remove int/ext hem 1 group
46257||Remove in/ex hem grp & fiss
46258||Remove in/ex hem grp w/fistu
46260||Remove in/ex hem groups 2+
46261||Remove in/ex hem grps & fiss
46262||Remove in/ex hem grps w/fist
46270||Remove anal fist subq
46275||Remove anal fist inter
46280||Remove anal fist complex
46285||Remove anal fist 2 stage
46288||Repair anal fistula
46320||Removal of hemorrhoid clot
46500||Injection into hemorrhoid(s)
46505||Chemodenervation anal musc
46600||Diagnostic anoscopy
46604||Anoscopy and dilation
46606||Anoscopy and biopsy
46608||Anoscopy remove for body
46610||Anoscopy remove lesion
46611||Anoscopy
46612||Anoscopy remove lesions
46614||Anoscopy control bleeding
46615||Anoscopy
46700||Repair of anal stricture
46705||Repair of anal stricture
46706||Repr of anal fistula w/glue
46707||Repair anorectal fist w/plug
46710||Repr per/vag pouch sngl proc
46712||Repr per/vag pouch dbl proc
46715||Rep perf anoper fistu
46716||Rep perf anoper/vestib fistu
46730||Construction of absent anus
46735||Construction of absent anus
46740||Construction of absent anus
46742||Repair of imperforated anus
46744||Repair of cloacal anomaly
46746||Repair of cloacal anomaly
46748||Repair of cloacal anomaly
46750||Repair of anal sphincter
46751||Repair of anal sphincter
46753||Reconstruction of anus
46754||Removal of suture from anus
46760||Repair of anal sphincter
46761||Repair of anal sphincter
46762||Implant artificial sphincter
46900||Destruction anal lesion(s)
46910||Destruction anal lesion(s)
46916||Cryosurgery anal lesion(s)
46917||Laser surgery anal lesions
46922||Excision of anal lesion(s)
46924||Destruction anal lesion(s)
46930||Destroy internal hemorrhoids
46934||Destruction of hemorrhoids
46935||Destruction of hemorrhoids
46936||Destruction of hemorrhoids
46937||Cryotherapy of rectal lesion
46938||Cryotherapy of rectal lesion
46940||Treatment of anal fissure
46942||Treatment of anal fissure
46945||Remove by ligat int hem grp
46946||Remove by ligat int hem grps
46947||Hemorrhoidopexy by stapling
46999||Anus surgery procedure
47000||Needle biopsy of liver
47001||Needle biopsy liver add-on
47010||Open drainage liver lesion
47011||Percut drain liver lesion
47015||Inject/aspirate liver cyst
47100||Wedge biopsy of liver
47120||Partial removal of liver
47122||Extensive removal of liver
47125||Partial removal of liver
47130||Partial removal of liver
47133||Removal of donor liver
47135||Transplantation of liver
47136||Transplantation of liver
47140||Partial removal donor liver
47141||Partial removal donor liver
47142||Partial removal donor liver
47143||Prep donor liver whole
47144||Prep donor liver 3-segment
47145||Prep donor liver lobe split
47146||Prep donor liver/venous
47147||Prep donor liver/arterial
47300||Surgery for liver lesion
47350||Repair liver wound
47360||Repair liver wound
47361||Repair liver wound
47362||Repair liver wound
